sno,sna,sarea,ar,latitude,longitude,Quantity,available_rent_bikes,available_return_bikes,act,mday
500111032,YouBike2.0_臺北流行音樂中心(南港路),南港區,南港路二段200-1號南側,25.05343,121.59945,21,12,9,1,2026-09-25 21:42:02
500111033,YouBike2.0_興南公園,南港區,重陽路269號南側,25.05766,121.60396,26,0,26,1,2026-09-25 21:42:02
500111034,YouBike2.0_臺北流行音樂中心(市民大道),南港區,市民大道八段99號,25.05211,121.59839,32,9,22,1,2026-09-25 21:42:02
500111035,YouBike2.0_南港車站(市民大道),南港區,南港路一段313號(市民大道),25.05326,121.60656,30,2,26,1,2026-09-25 21:42:02
500111036,YouBike2.0_忠孝東路七段527巷口,南港區,忠孝東路七段552號,25.05266,121.61275,26,12,13,1,2026-09-25 21:42:02
500111037,YouBike2.0_南港軟體園區(新民街),南港區,新民街15號北側,25.05627,121.61369,25,1,23,1,2026-09-25 21:42:02
500111038,YouBike2.0_世貿公園,南港區,經貿二路188-1號,25.05831,121.61422,51,1,50,1,2026-09-25 21:42:02
500111039,YouBike2.0_凌雲五村(研究院路三段8巷),南港區,研究院路三段10巷1號東側,25.03595,121.61688,26,13,13,1,2026-09-25 21:42:02
500111040,YouBike2.0_新新公園(昆陽街60巷),南港區,南港路三段47巷8號南側,25.0521,121.59053,20,15,5,1,2026-09-25 21:42:02
500111041,YouBike2.0_南港高中(昆陽街),南港區,昆陽街58號東側,25.05285,121.59279,26,16,10,1,2026-09-25 21:42:02
500111042,YouBike2.0_南港路三段290巷口,南港區,南港路三段314巷20號,25.05234,121.58152,20,16,4,1,2026-09-25 21:42:02
500111043,YouBike2.0_南港路三段220巷口,南港區,南港路三段133號,25.05289,121.58599,25,9,16,1,2026-09-25 21:42:02
500111044,YouBike2.0_南港東新街口,南港區,東新街4號東側,25.05168,121.58284,28,12,16,1,2026-09-25 21:42:02
500111045,YouBike2.0_八德中坡路口,南港區,八德路四段873號,25.05064,121.5803,46,18,28,1,2026-09-25 21:42:02
500111046,YouBike2.0_捷運後山埤站(3號出口),南港區,玉成街150號,25.04511,121.5836,21,10,10,1,2026-09-25 21:42:02
500111047,YouBike2.0_玉成公園運動中心,南港區,中坡南路19號,25.04193,121.58493,26,11,14,1,2026-09-25 21:42:02
500111048,YouBike2.0_百福公園,南港區,福德街309巷7號南側,25.03884,121.58788,25,15,7,1,2026-09-25 21:42:02
500111049,YouBike2.0_南湖大橋(經貿二路255巷),南港區,經貿二路255巷1號,25.06148,121.61384,20,11,8,1,2026-09-25 21:42:02
500111050,YouBike2.0_園區重陽路口,南港區,重陽路458號西側,25.05937,121.61072,21,11,9,1,2026-09-25 21:42:02
500111051,YouBike2.0_南港車站B棟(市民大道),南港區,忠孝東路七段359號(市民大道),25.05293,121.60549,24,8,16,1,2026-09-25 21:42:02
500111052,YouBike2.0_胡適公園,南港區,研究院路二段/研究院路二段132巷北側,25.04014,121.61766,25,3,22,1,2026-09-25 21:42:02
500111053,YouBike2.0_南港抽水站,南港區,重陽路505號,25.06164,121.61267,20,4,15,1,2026-09-25 21:42:02
500111054,YouBike2.0_經貿公園,南港區,經園街58號北側,25.06271,121.61597,20,0,20,1,2026-09-25 21:42:02
500111055,YouBike2.0_育成高中,南港區,惠民街71號西側,25.05853,121.60983,33,2,31,1,2026-09-25 21:42:02
500111056,YouBike2.0_捷運南港展覽館站(7號出口),南港區,富康街1巷16弄2號東側,25.05436,121.6181,42,9,33,1,2026-09-25 21:42:02
500111057,YouBike2.0_力行橋(南港),南港區,研究院路一段101巷16弄2號南側,25.05172,121.61686,18,14,3,1,2026-09-25 21:42:02
500111058,YouBike2.0_舊莊國小(舊莊街一段),南港區,舊莊街一段/舊莊街一段145巷口,25.03987,121.62015,18,5,11,1,2026-09-25 21:42:02
500111059,YouBike2.0_向陽公園,南港區,成功路一段76號對側,25.05705,121.59265,41,10,29,1,2026-09-25 21:42:02
500111060,YouBike2.0_小彎社會住宅,南港區,向陽路258巷/重陽路39巷口(西南側),25.0582,121.59368,51,21,29,1,2026-09-25 21:42:02
500111061,YouBike2.0_捷運南港展覽館站(6號出口),南港區,南港路一段28號旁,25.05465,121.6185,25,10,15,1,2026-09-25 21:42:02
500111062,YouBike2.0_捷運南港展覽館站(4號出口),南港區,南港路一段32號(4號出口),25.05535,121.61838,39,22,16,1,2026-09-25 21:42:02
500111063,YouBike2.0_成德綠地,南港區,東新街65號東南側,25.04675,121.58731,17,4,8,1,2026-09-25 21:42:02
500111064,YouBike2.0_南港公園(東新街170巷),南港區,東新街170巷63號對側,25.04134,121.59323,16,5,10,1,2026-09-25 21:42:02
500111065,YouBike2.0_中坡市民路口(東北側),南港區,中坡北路/市民大道七段路口(東北側),25.04969,121.58028,27,16,9,1,2026-09-25 21:42:02
500111066,YouBike2.0_昆陽公園,南港區,昆陽街173號對側,25.0483,121.59425,14,6,8,1,2026-09-25 21:42:02
500111067,YouBike2.0_南港路二段178巷口,南港區,南港路二段 / 南港路二段178巷口(北側),25.05368,121.59969,18,7,11,1,2026-09-25 21:42:02
500111068,YouBike2.0_南港車站(忠孝東路),南港區,忠孝東路七段/興中路(西北側),25.05225,121.60766,24,2,21,1,2026-09-25 21:42:02
500111069,YouBike2.0_南港車站(興華路),南港區,興華路/市民大道八段路口西北側人行道,25.05343,121.60633,48,4,44,1,2026-09-25 21:42:02
500111070,YouBike2.0_玉成公園(成福路178巷口),南港區,成福路178巷8號對側,25.04177,121.58735,43,13,29,1,2026-09-25 21:42:02
500111071,YouBike2.0_玉東公園(東新街),南港區,東新街/市民大道七段(北側),25.04998,121.58383,25,12,12,1,2026-09-25 21:42:02
500111072,YouBike2.0_南港出租國宅社區,南港區,福德街373巷80號前,25.03878,121.59302,25,8,16,1,2026-09-25 21:42:02
500111073,YouBike2.0_成福路197巷口,南港區,成福路197巷/成福路,25.04066,121.58877,15,7,5,1,2026-09-25 21:42:02
500111074,YouBike2.0_南港疏散門(基三號疏散門),南港區,松河街398號對側,25.05543,121.5892,24,8,16,1,2026-09-25 21:42:02
500111075,YouBike2.0_成德立體停車場,南港區,成福路/東新街80巷10弄,25.04557,121.58629,17,7,9,1,2026-09-25 21:42:02
500111076,YouBike2.0_南港展覽館2館,南港區,經貿二路/南港路一段(西北側),25.05545,121.61646,18,4,14,1,2026-09-25 21:42:02
500111077,YouBike2.0_舊莊派出所,南港區,舊莊街一段/舊莊街一段215巷,25.03827,121.62274,15,10,4,1,2026-09-25 21:42:02
500111078,YouBike2.0_南港路三段80巷,南港區,南港路三段/南港路三段80巷,25.05394,121.59124,15,0,14,1,2026-09-25 21:42:02
500111079,YouBike2.0_捷運昆陽站(4號出口),南港區,忠孝東路六段465號,25.05066,121.59431,28,16,11,1,2026-09-25 21:42:02
500111080,YouBike2.0_忠孝東路六段278巷口,南港區,忠孝東路/忠孝東路六段278巷,25.04916,121.58906,14,10,4,1,2026-09-25 21:42:02
500111081,YouBike2.0_中研院人文社會科學館,南港區,研究院路二段128號(人文社會科學館),25.04126,121.6118,45,13,32,1,2026-09-25 21:42:02
500111082,YouBike2.0_南港路三段130巷口,南港區,松河街380號對側,25.05457,121.58781,12,4,7,1,2026-09-25 21:42:02
500111083,YouBike2.0_南港路三段190巷口,南港區,松河街358號對側,25.05381,121.58638,16,4,12,1,2026-09-25 21:42:02
500111084,YouBike2.0_忠孝東路六段212巷口,南港區,忠孝東路六段226號前,25.0488,121.58742,15,4,10,1,2026-09-25 21:42:02
500111085,YouBike2.0_新富公園,南港區,富康街47巷2號對側,25.05296,121.61713,12,10,2,1,2026-09-25 21:42:02
500111086,YouBike2.0_東新街63巷口,南港區,東新街/東新街63巷,25.04728,121.58605,15,2,13,1,2026-09-25 21:42:02
500111087,YouBike2.0_中興公園,南港區,研究院路二段70巷10弄/研究院路二段98巷,25.04487,121.61481,15,1,14,1,2026-09-25 21:42:02
500111088,YouBike2.0_向陽市民大道路口(西北側),南港區,向陽路/市民大道七段,25.05163,121.59535,29,16,13,1,2026-09-25 21:42:02
500111089,YouBike2.0_向陽南港路口(西北側),南港區,南港路二段312號,25.05486,121.5944,40,18,21,1,2026-09-25 21:42:02
500111090,YouBike2.0_研究院路一段151巷口,南港區,研究院路1段151巷18號前,25.04997,121.6162,14,13,1,1,2026-09-25 21:42:02
500111091,YouBike2.0_興中重陽路口,南港區,興中路/重陽路,25.05801,121.60674,24,8,16,1,2026-09-25 21:42:02
500111092,YouBike2.0_中研院近代史研究所研究大樓,南港區,中研院近代史研究所研究大樓,25.03999,121.61538,16,4,12,1,2026-09-25 21:42:02
500111093,YouBike2.0_中研院人文社會科學研究中心,南港區,中研院人文社會科學研究中心,25.04159,121.61532,16,1,13,1,2026-09-25 21:42:02
500111094,YouBike2.0_中研院生態時代館,南港區,中研院生態時代館,25.04287,121.61342,16,10,6,1,2026-09-25 21:42:02
500111095,YouBike2.0_玉成街(中坡北路50巷口),南港區,玉成街66-9號前,25.04691,121.58192,20,6,12,1,2026-09-25 21:42:02
500111096,YouBike2.0_東明公園,南港區,南港路二段60巷16-19號,25.05469,121.60381,20,13,6,1,2026-09-25 21:42:02
500111097,YouBike2.0_捷運南港軟體園區站(1號出口),南港區,經貿二路231號前,25.06043,121.61498,36,10,25,1,2026-09-25 21:42:02
500111098,YouBike2.0_南港花園社區A18,南港區,福德街與福德街373巷口東南側,25.04015,121.59111,13,8,3,1,2026-09-25 21:42:02
500111113,YouBike2.0_內湖機廠(港東街),南港區,經貿一路77號(港東街),25.058,121.62189,20,11,8,1,2026-09-25 21:42:02
500111114,YouBike2.0_市民昆陽街口,南港區,市民大道七段/昆陽街東北側,25.05124,121.59361,30,24,6,1,2026-09-25 21:42:02
500111115,YouBike2.0_南港機廠(北流),南港區,北流側忠孝東路七段/南港機廠公車站,25.05156,121.6014,20,14,6,1,2026-09-25 21:42:02
500111116,YouBike2.0_忠孝東路七段265巷,南港區,忠孝東路七段265巷,25.05216,121.60338,40,34,6,1,2026-09-25 21:42:02
500111117,YouBike2.0_昆陽東新街口,南港區,昆陽街177-179號(旁),25.04857,121.59401,24,7,16,1,2026-09-25 21:42:02
500111118,YouBike2.0_臺北市捷運局機電工程處,南港區,經貿一路265號,25.0614,121.61795,20,2,17,1,2026-09-25 21:42:02
500111119,YouBike2.0_經貿二路105巷口(經貿二路),南港區,經貿二路131號南側,25.05791,121.61704,37,1,36,1,2026-09-25 21:42:02
500111120,YouBike2.0_經貿二路105巷口(經貿一路),南港區,經貿一路168號,25.0586,121.61973,20,4,16,1,2026-09-25 21:42:02
500111121,YouBike2.0_經貿二路185巷,南港區,經貿二路185巷56號東側,25.06148,121.61698,21,14,7,1,2026-09-25 21:42:02
500111122,YouBike2.0_國家生物模式中心,南港區,研究院路一段130巷111號,25.04637,121.60948,19,2,17,1,2026-09-25 21:42:02
500111123,YouBike2.0_南港路三段106巷口(中華賓士),南港區,南港路三段53號,25.05312,121.58928,23,15,7,1,2026-09-25 21:42:02
500111124,YouBike2.0_中坡松隆路口,南港區,中坡北路108號,25.04865,121.58028,21,13,8,1,2026-09-25 21:42:02
500111125,YouBike2.0_成功疏散門,南港區,松河街480號(對面),25.05898,121.59407,20,5,15,1,2026-09-25 21:42:02
500111126,YouBike2.0_環保局南港區清潔南港分隊,南港區,松河街699號(旁),25.06088,121.61085,27,8,19,1,2026-09-25 21:42:02
500111127,YouBike2.0_重陽公園(興南街),南港區,興南街91號旁,25.05557,121.59983,20,10,10,1,2026-09-25 21:42:02
500111128,YouBike2.0_生物技術開發中心,南港區,研究院路一段130巷107號E棟,25.04921,121.61025,21,3,18,1,2026-09-25 21:42:02
500111129,YouBike2.0_南港車站C棟(市民大道),南港區,忠孝東路七段369號(C棟市民大道側),25.0528,121.6045,24,13,11,1,2026-09-25 21:42:02
500111130,YouBike2.0_新陽綠地,南港區,興南街160號北側,25.05492,121.59817,24,3,21,1,2026-09-25 21:42:02
500111131,YouBike2.0_九如公園(凌雲街),南港區,研究院路二段134巷14號旁公園內,25.03904,121.61554,20,3,17,1,2026-09-25 21:42:02
500111132,YouBike2.0_捷運南港機廠社會住宅,南港區,忠孝東路七段2-1號(旁),25.05088,121.59729,50,10,39,1,2026-09-25 21:42:02
500111133,YouBike2.0_忠孝向陽路口,南港區,忠孝東路七段2-1號(對面),25.05105,121.5969,27,5,21,1,2026-09-25 21:42:02
500111134,YouBike2.0_重陽路39巷,南港區,重陽路39巷66-68號(對面),25.05634,121.59518,26,6,20,1,2026-09-25 21:42:02
500111135,YouBike2.0_興南街52巷,南港區,興南街52巷/東明街,25.05625,121.60423,18,6,11,1,2026-09-25 21:42:02
500111136,YouBike2.0_成功路一段36巷(松河街),南港區,松河街428號南側,25.05758,121.59162,30,7,23,1,2026-09-25 21:42:02
500112001,YouBike2.0_黎忠區民活動中心,信義區,和平東路三段391巷16號,25.02035,121.55769,32,11,20,1,2026-09-25 21:42:02
500112002,YouBike2.0_基隆路二段159巷口,信義區,基隆路二段155號,25.02561,121.55409,14,8,6,1,2026-09-25 21:42:02
500112003,YouBike2.0_嘉興街175巷口,信義區,基隆路二段131-4號(前),25.02811,121.55671,23,20,1,1,2026-09-25 21:42:02
500112004,YouBike2.0_和平東路三段631巷口,信義區,和平東路三段633號前,25.0132,121.56335,24,13,11,1,2026-09-25 21:42:02
500112005,YouBike2.0_和平東路三段530巷口,信義區,和平東路三段530巷口東北側,25.01545,121.56134,36,5,31,1,2026-09-25 21:42:02
500112006,YouBike2.0_六張犁社會住宅1區,信義區,信安街50號(對面),25.02698,121.55841,79,11,68,1,2026-09-25 21:42:02
500112007,YouBike2.0_臺北醫學大學,信義區,台北醫學大學(吳興街220巷59弄),25.02668,121.56175,64,2,61,1,2026-09-25 21:42:02
500112008,YouBike2.0_三興公園,信義區,吳興街118巷35弄28號前方(三興公園),25.02868,121.55932,47,10,36,1,2026-09-25 21:42:02
500112009,YouBike2.0_松德站,信義區,松德路300號南側,25.03162,121.57396,69,9,60,1,2026-09-25 21:42:02
500112010,YouBike2.0_捷運象山站(2號出口),信義區,信義路五段128號東側,25.03222,121.56974,65,4,60,1,2026-09-25 21:42:02
500112011,YouBike2.0_象山公園,信義區,松仁路153巷15號東側,25.02863,121.56981,48,3,45,1,2026-09-25 21:42:02
500112012,YouBike2.0_松仁路253巷3弄,信義區,松仁路215巷6號,25.02678,121.56884,25,16,7,1,2026-09-25 21:42:02
500112013,YouBike2.0_興雅國中,信義區,松仁路101號東側,25.03616,121.56983,18,15,2,1,2026-09-25 21:42:02
500112014,YouBike2.0_捷運象山站(1號出口),信義區,信義路5段152號(1號出口),25.03295,121.56867,24,5,19,1,2026-09-25 21:42:02
500112015,YouBike2.0_松德路200巷,信義區,松德路200巷53號北側,25.03471,121.57301,57,25,25,1,2026-09-25 21:42:02
500112016,YouBike2.0_中全公園,信義區,虎林街164巷54號北側,25.0382,121.57495,34,18,16,1,2026-09-25 21:42:02
500112017,YouBike2.0_台北市災害應變中心,信義區,莊敬路391巷11弄2號(東北側),25.0286,121.56628,53,7,43,1,2026-09-25 21:42:02
500112018,YouBike2.0_信義運動中心,信義區,松勤街100號(前),25.03189,121.56678,35,4,31,1,2026-09-25 21:42:02
500112019,YouBike2.0_捷運台北101/世貿站(3號出口),信義區,信義路五段16號前,25.03275,121.56337,15,1,14,1,2026-09-25 21:42:16
500112020,YouBike2.0_景新公園,信義區,莊敬路239巷12號(對面),25.03003,121.56287,17,8,9,1,2026-09-25 21:42:02
500112021,YouBike2.0_光復信義路口東南側,信義區,光復南路485號前方,25.03281,121.55756,16,8,8,1,2026-09-25 21:42:02
500112022,YouBike2.0_三張犁,信義區,光復南路455號前方,25.03452,121.5576,65,19,46,1,2026-09-25 21:42:02
500112023,YouBike2.0_仁愛路四段496巷口,信義區,仁愛路四段與仁愛路四段496巷口西南側,25.03745,121.5602,58,17,41,1,2026-09-25 21:42:02
500112024,YouBike2.0_松山工農,信義區,忠孝東路五段236巷15號(前),25.03961,121.57199,34,18,16,1,2026-09-25 21:42:02
500112025,YouBike2.0_松友公園,信義區,信義路六段76巷2弄22號(對面),25.03423,121.57636,39,23,16,1,2026-09-25 21:42:02
500112026,YouBike2.0_林口公園,信義區,林口街82號(對面),25.03894,121.57915,51,10,39,1,2026-09-25 21:42:02
500112027,YouBike2.0_松山家商,信義區,松山路655號(前),25.0347,121.58018,40,5,34,1,2026-09-25 21:42:02
500112028,YouBike2.0_永春陂濕地公園,信義區,松山路721號(對面),25.03301,121.58096,40,11,28,1,2026-09-25 21:42:02
500112029,YouBike2.0_臺北市政府,信義區,台北市政府東門(松智路),25.03801,121.56541,56,43,12,1,2026-09-25 21:42:02
500112030,YouBike2.0_松智松壽路口,信義區,松智路/松壽路(西北側),25.03607,121.56535,39,19,19,1,2026-09-25 21:42:02
500112031,YouBike2.0_市府松壽路口,信義區,市府路/松壽路(東北側),25.03627,121.56383,28,22,5,1,2026-09-25 21:42:02
500112032,YouBike2.0_市府松高路口,信義區,市府路/松高路(東南側),25.03899,121.56369,54,33,21,1,2026-09-25 21:42:02
500112033,YouBike2.0_市民廣場,信義區,市府路/松壽路(西北側),25.03599,121.56218,50,3,44,1,2026-09-25 21:42:02
500112035,YouBike2.0_信義廣場(台北101),信義區,松智路/信義路(東北側),25.03306,121.5662,90,4,86,1,2026-09-25 21:42:02
500112036,YouBike2.0_捷運台北101/世貿站(5號出口),信義區,市府路/信義路(西北側),25.03338,121.56333,21,0,19,1,2026-09-25 21:42:02
500112037,YouBike2.0_春光公園,信義區,林口街230號(斜對面),25.0427,121.58112,68,52,13,1,2026-09-25 21:42:02
500112038,YouBike2.0_松仁路121巷口,信義區,松仁路123號北側,25.03476,121.56865,31,8,22,1,2026-09-25 21:42:02
500112039,YouBike2.0_福德國小,信義區,福德街251巷2號對側,25.03846,121.58618,42,21,18,1,2026-09-25 21:42:02
500112040,YouBike2.0_福德公園,信義區,大道路與大道路145巷口,25.03841,121.58355,35,8,24,1,2026-09-25 21:42:02
500112042,YouBike2.0_松高路(信義新天地A4館),信義區,松高路19號,25.03918,121.56654,17,7,6,1,2026-09-25 21:42:02
500112043,YouBike2.0_興雅松仁路口,信義區,松仁路28號北側,25.0401,121.56822,65,26,36,1,2026-09-25 21:42:02
500112044,YouBike2.0_福祥公園,信義區,松隆路99號前,25.04626,121.57045,26,25,0,1,2026-09-25 21:42:02
500112045,YouBike2.0_吳興公車總站,信義區,松仁路277號南側,25.02388,121.56984,21,6,9,1,2026-09-25 21:42:02
500112046,YouBike2.0_泰和公園,信義區,吳興街600巷81號西側,25.0193,121.57105,40,27,12,1,2026-09-25 21:42:02
500112047,YouBike2.0_興雅國小(基隆路一段37巷),信義區,基隆路一段83巷9號西側,25.04773,121.56895,27,24,2,1,2026-09-25 21:42:02
500112048,YouBike2.0_雅祥公園(松信路50巷口),信義區,松信路61號西側,25.04732,121.57211,19,13,3,1,2026-09-25 21:42:02
500112049,YouBike2.0_松山車站,信義區,松山路11號南側,25.0489,121.57841,70,3,65,1,2026-09-25 21:42:02
500112050,YouBike2.0_五常公園,信義區,松隆路161號對側,25.04797,121.57432,37,15,22,1,2026-09-25 21:42:02
500112051,YouBike2.0_永吉松信路口,信義區,松信路/永吉路西南側人行道,25.04548,121.57207,35,23,12,1,2026-09-25 21:42:02
500112052,YouBike2.0_三興國小,信義區,基隆路二段99-1號(前),25.02969,121.55766,26,23,0,1,2026-09-25 21:42:02
500112053,YouBike2.0_市民松信路口,信義區,市民大道六段/松信路口(西側),25.04927,121.57205,20,15,5,1,2026-09-25 21:42:02
500112054,YouBike2.0_松山高中,信義區,忠孝東路四段599巷36號對側,25.0433,121.5638,42,15,24,1,2026-09-25 21:42:02
500112055,YouBike2.0_基隆光復路口,信義區,基隆路二段/光復南路(東北側),25.03005,121.55764,31,24,4,1,2026-09-25 21:42:02
500112056,YouBike2.0_基隆忠孝路口西南側,信義區,忠孝東路四段550號,25.04108,121.5629,29,4,24,1,2026-09-25 21:42:02
500112057,YouBike2.0_泰和里民活動中心,信義區,松仁路308巷60號,25.0213,121.57027,25,8,15,1,2026-09-25 21:42:02
500112058,YouBike2.0_捷運後山埤站(2號出口),信義區,忠孝東路五段800號,25.04395,121.58184,22,4,17,1,2026-09-25 21:42:02
500112059,YouBike2.0_虎林永吉路口,信義區,永吉路356號東側,25.04519,121.57712,21,7,11,1,2026-09-25 21:42:02
500112060,YouBike2.0_永吉公園,信義區,永吉路326巷66號西側,25.04345,121.57539,25,21,2,1,2026-09-25 21:42:02
500112061,YouBike2.0_永吉路321巷口,信義區,永吉路323號西側,25.04561,121.57549,19,18,0,1,2026-09-25 21:42:02
500112062,YouBike2.0_松山永吉路口,信義區,松山路166號,25.04623,121.57772,20,18,1,1,2026-09-25 21:42:02
500112063,YouBike2.0_松山路292巷口,信義區,松山路279號,25.0432,121.57789,20,7,10,1,2026-09-25 21:42:02
500112064,YouBike2.0_捷運象山站(3號出口),信義區,信義路五段/信義路五段91巷口(西北側),25.03295,121.5712,63,2,61,1,2026-09-25 21:42:02
500112065,YouBike2.0_松德公園,信義區,松德路168巷20號前,25.03657,121.57349,67,16,51,1,2026-09-25 21:42:02
500112066,YouBike2.0_世貿三館,信義區,市府路/松壽路口東南側,25.03511,121.56369,54,6,48,1,2026-09-25 21:42:02
500112067,YouBike2.0_松德虎林街口,信義區,松德路79號前,25.0383,121.5762,30,11,18,1,2026-09-25 21:42:02
500112068,YouBike2.0_富台公園,信義區,松信路209號旁,25.04185,121.57204,47,16,28,1,2026-09-25 21:42:02
500112069,YouBike2.0_基隆路一段101巷口,信義區,基隆路一段109-6號前,25.04516,121.56702,32,6,25,1,2026-09-25 21:42:02
500112070,YouBike2.0_捷運永春站(2號出口),信義區,虎林街132巷44號西側,25.0405,121.57538,30,7,20,1,2026-09-25 21:42:02
500112071,YouBike2.0_吳興街260巷,信義區,吳興街260巷/吳興街260巷21弄口(東南側),25.02606,121.5631,32,15,12,1,2026-09-25 21:42:02
500112072,YouBike2.0_松山家商(林口街),信義區,林口街/福德街口(東南側),25.03593,121.57906,47,7,39,1,2026-09-25 21:42:02
500112073,YouBike2.0_仁愛逸仙路口,信義區,仁愛路四段/逸仙路口(西北側),25.03771,121.56124,38,4,33,1,2026-09-25 21:42:02
500112075,YouBike2.0_信義基隆路口,信義區,信義路四段393號前,25.03321,121.55873,26,16,7,1,2026-09-25 21:42:02
500112076,YouBike2.0_捷運台北101/世貿站(2號出口),信義區,捷運台北101/世貿站(2號出口)(西側),25.0327,121.56157,52,1,47,1,2026-09-25 21:42:02
500112078,YouBike2.0_吳興街284巷36弄口,信義區,吳興街284巷36弄24號西側,25.02236,121.56268,25,2,21,1,2026-09-25 21:42:02
500112079,YouBike2.0_協和祐德高級中學,信義區,中坡南路51號對側,25.0426,121.58381,20,2,18,1,2026-09-25 21:42:02
500112080,YouBike2.0_福德國小公車站,信義區,福德街308號對側,25.03929,121.58755,27,12,14,1,2026-09-25 21:42:02
500112081,YouBike2.0_松仁路95巷口,信義區,松仁路/松仁路95巷(東南側),25.03656,121.56866,74,38,31,1,2026-09-25 21:42:02
500112082,YouBike2.0_臺北南山廣場_1,信義區,松智路/松廉路(東北側),25.03404,121.56598,68,13,53,1,2026-09-25 21:42:02
500112083,YouBike2.0_景聯廣場,信義區,松勤街8號對側,25.03214,121.55974,23,4,18,1,2026-09-25 21:42:02
500112084,YouBike2.0_景平公園,信義區,松平路50巷15號對側,25.02976,121.5642,41,0,41,1,2026-09-25 21:42:02
500112085,YouBike2.0_捷運市政府站(3號出口),信義區,忠孝東路/松仁路(東南側),25.04084,121.56789,92,66,25,1,2026-09-25 21:42:02
500112086,YouBike2.0_五分埔公園,信義區,中坡北路57號旁,25.04719,121.58058,20,0,20,1,2026-09-25 21:42:02
500112087,YouBike2.0_松仁路305號,信義區,松仁路/吳興街583巷3弄,25.02306,121.57036,21,1,17,1,2026-09-25 21:42:02
500112088,YouBike2.0_吳興街394巷口,信義區,吳興街394巷/吳興街,25.02474,121.56741,12,10,1,1,2026-09-25 21:42:02
500112089,YouBike2.0_富生公園,信義區,忠孝東路五段255巷6號旁,25.04116,121.5706,22,22,0,1,2026-09-25 21:42:02
500112090,YouBike2.0_松勤莊敬路口,信義區,松勤街/莊敬路,25.03203,121.5615,15,5,10,1,2026-09-25 21:42:02
500112091,YouBike2.0_松仁松平路口,信義區,松仁路/松平路,25.03047,121.56838,10,8,1,1,2026-09-25 21:42:02
500112092,YouBike2.0_信義松德路口,信義區,信義路五段180號前,25.03322,121.57433,23,1,22,1,2026-09-25 21:42:02
500112093,YouBike2.0_捷運市政府站(4號出口),信義區,忠孝東路五段71巷/忠孝東路五段31巷18弄,25.04146,121.56731,18,8,9,1,2026-09-25 21:42:02
500112094,YouBike2.0_吳興街284巷(廣安宮),信義區,吳興街284巷23號對側,25.02326,121.56329,15,7,7,1,2026-09-25 21:42:02
500112095,YouBike2.0_景勤二號公園(西南側),信義區,信安街67巷/信安街口東南側,25.02605,121.5577,22,9,13,1,2026-09-25 21:42:02
500112096,YouBike2.0_克勤新村,信義區,信安街67巷75號對側,25.02589,121.56073,40,1,39,1,2026-09-25 21:42:02
500112097,YouBike2.0_和平東路三段291號,信義區,和平東路三段291號前,25.02186,121.55532,20,6,11,1,2026-09-25 21:42:02
500112098,YouBike2.0_永吉路468巷口,信義區,永吉路478號前,25.04533,121.57915,13,3,9,1,2026-09-25 21:42:02
500112099,YouBike2.0_廣慈博愛園區(西側),信義區,福德街84巷15號對側,25.03866,121.58082,23,12,8,1,2026-09-25 21:42:02
500112100,YouBike2.0_和平東路三段341巷口,信義區,和平東路三段341巷63號對側,25.02188,121.55891,50,10,39,1,2026-09-25 21:42:02
500112101,YouBike2.0_革新公園,信義區,松隆路36號對側,25.04367,121.56741,18,14,4,1,2026-09-25 21:42:02
500112102,YouBike2.0_黎雙公園,信義區,信安街103巷/吳興街284巷22弄,25.0246,121.56028,17,10,7,1,2026-09-25 21:42:02
500112103,YouBike2.0_臺北文化體育園區辦公大樓,信義區,忠孝東路四段545號,25.04144,121.56126,33,2,28,1,2026-09-25 21:42:02
500112104,YouBike2.0_捷運國父紀念館站(5號出口),信義區,光復南路200號對側,25.04206,121.55792,23,3,18,1,2026-09-25 21:42:02
500112105,YouBike2.0_光復南菸廠路口,信義區,光復南路76號對側,25.04482,121.55795,25,0,24,1,2026-09-25 21:42:02
500112106,YouBike2.0_中坡北永吉路口,信義區,中坡北路35號前,25.04557,121.58059,15,6,9,1,2026-09-25 21:42:02
500112107,YouBike2.0_松仁路281巷66弄,信義區,松仁路281巷66弄14號,25.02261,121.57178,20,5,15,1,2026-09-25 21:42:02
500112108,YouBike2.0_基隆市民路口,信義區,基隆路一段3號前方橋下空間,25.04892,121.56906,26,15,11,1,2026-09-25 21:42:02
500112109,YouBike2.0_松仁路253巷4弄口,信義區,松仁路253巷4弄1號前,25.02559,121.56954,22,18,2,1,2026-09-25 21:42:02
500112110,YouBike2.0_松德路169巷口,信義區,松德路169巷23號對側,25.03633,121.57582,35,10,24,1,2026-09-25 21:42:02
500112111,YouBike2.0_吳興新村,信義區,吳興街156巷25弄17號旁公園,25.02815,121.56114,22,7,15,1,2026-09-25 21:42:02
500112112,YouBike2.0_松山文創園區(一號倉庫),信義區,菸廠路一號倉庫(光復南路133號),25.04503,121.55951,19,7,11,1,2026-09-25 21:42:02
500112113,YouBike2.0_永吉路187巷口,信義區,永吉路189號旁,25.04584,121.57273,16,8,8,1,2026-09-25 21:42:02
500112114,YouBike2.0_仁愛路四段512巷,信義區,仁愛路四段512巷6號對側,25.03706,121.56124,16,3,12,1,2026-09-25 21:42:02
500112115,YouBike2.0_信安街/富陽街44巷口,信義區,信安街151號(前),25.02309,121.55537,21,20,1,1,2026-09-25 21:42:02
